room_type,month,neighbourhood,count,monthly_average
Entire Home,"April, 2020",Beechborough-Greenbrook,4,
Entire Home,"April, 2020",Bendale,37,242.5909091
Entire Home,"April, 2020",Birchcliffe-Cliffside,66,163.8888889
Entire Home,"April, 2020",Black Creek,4,
Entire Home,"April, 2020",Blake-Jones,53,163.8888889
Entire Home,"April, 2020",Briar Hill-Belgravia,21,
Entire Home,"April, 2020",Bridle Path-Sunnybrook-York Mills,7,221.8161648
Entire Home,"April, 2020",Broadview North,47,
Entire Home,"April, 2020",Brookhaven-Amesbury,11,
Entire Home,"April, 2020",Cabbagetown-South St.James Town,144,
Entire Home,"April, 2020",Caledonia-Fairbank,16,242.5909091
Entire Home,"April, 2020",Casa Loma,57,133.3190184
Entire Home,"April, 2020",Centennial Scarborough,8,184.2420538
Entire Home,"April, 2020",Church-Yonge Corridor,468,184.2420538
Entire Home,"April, 2020",Clairlea-Birchmount,33,
Entire Home,"April, 2020",Clanton Park,45,184.2420538
Entire Home,"April, 2020",Cliffcrest,24,221.8161648
Entire Home,"April, 2020",Corso Italia-Davenport,66,180.2736486
Entire Home,"April, 2020",Danforth,59,206.8547655
Entire Home,"April, 2020",Danforth East York,48,141.9121622
Entire Home,"April, 2020",Don Valley Village,31,221.8161648
Entire Home,"April, 2020",Dorset Park,19,138.2702703
Entire Home,"April, 2020",Dovercourt-Wallace Emerson-Junction,374,152.3541667
Entire Home,"April, 2020",Downsview-Roding-CFB,28,
Entire Home,"April, 2020",Dufferin Grove,163,184.2420538
Entire Home,"April, 2020",East End-Danforth,94,179.0995851
Entire Home,"April, 2020",Edenbridge-Humber Valley,14,171.3090379
Entire Home,"April, 2020",Eglinton East,14,221.8161648
Entire Home,"April, 2020",Elms-Old Rexdale,5,
Entire Home,"April, 2020",Englemount-Lawrence,23,176.7564103
Entire Home,"April, 2020",Eringate-Centennial-West Deane,29,221.8161648
Entire Home,"April, 2020",Etobicoke West Mall,22,
Entire Home,"April, 2020",Flemingdon Park,8,482
Entire Home,"April, 2020",Forest Hill North,12,167.4647887
Entire Home,"April, 2020",Forest Hill South,26,163.8888889
Entire Home,"April, 2020",Glenfield-Jane Heights,7,132.6551724
Entire Home,"April, 2020",Greenwood-Coxwell,114,
Entire Home,"April, 2020",Guildwood,7,171.3090379
Entire Home,"April, 2020",Henry Farm,34,184.2420538
Entire Home,"April, 2020",High Park North,148,221.8161648
Entire Home,"April, 2020",High Park-Swansea,156,151.25
Entire Home,"April, 2020",Highland Creek,12,
Entire Home,"April, 2020",Hillcrest Village,21,139.6239316
Entire Home,"April, 2020",Humber Heights-Westmount,14,184.2420538
Entire Home,"April, 2020",Humber Summit,6,150.2326203
Entire Home,"April, 2020",Humbermede,10,206.8547655
Entire Home,"April, 2020",Humewood-Cedarvale,71,180.2736486
Entire Home,"April, 2020",Ionview,13,
Entire Home,"April, 2020",Islington-City Centre West,88,
Entire Home,"April, 2020",Junction Area,91,
Entire Home,"April, 2020",Keelesdale-Eglinton West,26,184.2420538
Entire Home,"April, 2020",Kennedy Park,21,157.7045455
Entire Home,"April, 2020",Kensington-Chinatown,292,
Entire Home,"April, 2020",Kingsview Village-The Westway,19,
Entire Home,"April, 2020",Kingsway South,16,214
Entire Home,"April, 2020",L'Amoreaux,18,
Entire Home,"April, 2020",Lambton Baby Point,26,179.0995851
Entire Home,"April, 2020",Lansing-Westgate,69,
Entire Home,"April, 2020",Lawrence Park North,35,
Entire Home,"April, 2020",Lawrence Park South,41,
Entire Home,"April, 2020",Leaside-Bennington,33,139.6239316
Entire Home,"April, 2020",Little Portugal,343,184.2420538
Entire Home,"April, 2020",Long Branch,36,
Entire Home,"April, 2020",Malvern,18,221.8161648
Entire Home,"April, 2020",Maple Leaf,11,
Entire Home,"April, 2020",Markland Wood,4,
Entire Home,"April, 2020",Milliken,11,
Entire Home,"April, 2020",Mimico (includes Humber Bay Shores),202,
Entire Home,"April, 2020",Morningside,8,221.8161648
Entire Home,"April, 2020",Moss Park,365,141.9121622
Entire Home,"April, 2020",Mount Dennis,12,221.8161648
Entire Home,"April, 2020",Mount Olive-Silverstone-Jamestown,10,
Entire Home,"April, 2020",Mount Pleasant East,49,180.2736486
Entire Home,"April, 2020",Mount Pleasant West,186,179.0995851
Entire Home,"April, 2020",New Toronto,43,138.2702703
Entire Home,"April, 2020",Newtonbrook East,49,138.2702703
Entire Home,"April, 2020",Newtonbrook West,107,
Entire Home,"April, 2020",Niagara,818,189.4189189
Entire Home,"April, 2020",North Riverdale,108,221.8161648
Entire Home,"April, 2020",North St.James Town,117,242.5909091
Entire Home,"April, 2020",O'Connor-Parkview,35,117.9322034
Entire Home,"April, 2020",Oakridge,29,221.8161648
Entire Home,"April, 2020",Oakwood Village,91,189.6917808
Entire Home,"April, 2020",Old East York,32,
Entire Home,"April, 2020",Palmerston-Little Italy,241,150.2326203
Entire Home,"April, 2020",Parkwoods-Donalda,44,
Entire Home,"April, 2020",Pelmo Park-Humberlea,16,179.0995851
Entire Home,"April, 2020",Playter Estates-Danforth,46,157.7045455
Entire Home,"April, 2020",Pleasant View,21,
Entire Home,"April, 2020",Princess-Rosethorn,12,
Entire Home,"April, 2020",Regent Park,67,180.4042969
Entire Home,"April, 2020",Rexdale-Kipling,19,166.9353741
Entire Home,"April, 2020",Rockcliffe-Smythe,42,221.8161648
Entire Home,"April, 2020",Roncesvalles,176,166.9353741
Entire Home,"April, 2020",Rosedale-Moore Park,88,221.8161648
Entire Home,"April, 2020",Rouge,24,
Entire Home,"April, 2020",Runnymede-Bloor West Village,38,133.3190184
Entire Home,"April, 2020",Rustic,3,136.9787234
Entire Home,"April, 2020",Scarborough Village,4,181.0684932
Entire Home,"April, 2020",South Parkdale,222,189.6917808
Entire Home,"April, 2020",South Riverdale,296,
Entire Home,"April, 2020",St.Andrew-Windfields,21,138.2702703
Entire Home,"April, 2020",Steeles,11,
Entire Home,"April, 2020",Stonegate-Queensway,67,167.4647887
Entire Home,"April, 2020",Tam O'Shanter-Sullivan,23,
Entire Home,"April, 2020",Taylor-Massey,19,163.8888889
Entire Home,"April, 2020",The Beaches,148,163.8888889
Entire Home,"April, 2020",Thistletown-Beaumond Heights,13,
Entire Home,"April, 2020",Thorncliffe Park,13,221.8161648
Entire Home,"April, 2020",Trinity-Bellwoods,335,121.7142857
Entire Home,"April, 2020",University,70,
Entire Home,"April, 2020",Victoria Village,9,150.2326203
Entire Home,"April, 2020",Waterfront Communities-The Island,3786,139.0454545
Entire Home,"April, 2020",West Hill,14,
Entire Home,"April, 2020",West Humber-Clairville,26,171.3090379
Entire Home,"April, 2020",Westminster-Branson,20,150.2326203
Entire Home,"April, 2020",Weston,23,135.6813187
Entire Home,"April, 2020",Weston-Pellam Park,39,179.6597015
Entire Home,"April, 2020",Wexford/Maryvale,44,139.0454545
Entire Home,"April, 2020",Willowdale East,294,150.2326203
Entire Home,"April, 2020",Willowdale West,74,166.9353741
Entire Home,"April, 2020",Willowridge-Martingrove-Richview,18,157.7045455
Entire Home,"April, 2020",Woburn,37,
Entire Home,"April, 2020",Woodbine Corridor,65,
Entire Home,"April, 2020",Woodbine-Lumsden,34,
Entire Home,"April, 2020",Wychwood,79,221.8161648
Entire Home,"April, 2020",Yonge-Eglinton,79,
Entire Home,"April, 2020",Yonge-St.Clair,56,
Entire Home,"April, 2020",York University Heights,25,
Entire Home,"April, 2020",Yorkdale-Glen Park,96,
Hotel Room,"May, 2020",Annex,12,
Hotel Room,"May, 2020",Kensington-Chinatown,5,
Hotel Room,"May, 2020",Moss Park,9,
Hotel Room,"May, 2020",Niagara,1,
Hotel Room,"May, 2020",North St.James Town,1,
Hotel Room,"May, 2020",South Parkdale,15,
Hotel Room,"May, 2020",Trinity-Bellwoods,2,
Hotel Room,"May, 2020",University,14,
Hotel Room,"May, 2020",Waterfront Communities-The Island,11,
Hotel Room,"May, 2020",Willowdale East,3,
Private Room,"May, 2020",Agincourt North,30,
Private Room,"May, 2020",Agincourt South-Malvern West,61,151.7244898
Private Room,"May, 2020",Alderwood,16,75.13013699
Private Room,"May, 2020",Annex,146,53.27659574
Private Room,"May, 2020",Banbury-Don Mills,28,
Private Room,"May, 2020",Bathurst Manor,24,
Private Room,"May, 2020",Bay Street Corridor,134,
Private Room,"May, 2020",Bayview Village,49,
Private Room,"May, 2020",Bayview Woods-Steeles,49,
Private Room,"May, 2020",Bedford Park-Nortown,13,
Private Room,"May, 2020",Beechborough-Greenbrook,6,
Private Room,"May, 2020",Bendale,23,74.98181818
Private Room,"May, 2020",Birchcliffe-Cliffside,40,
Private Room,"May, 2020",Black Creek,16,
Private Room,"May, 2020",Blake-Jones,24,94.14814815
Private Room,"May, 2020",Briar Hill-Belgravia,47,
Private Room,"May, 2020",Bridle Path-Sunnybrook-York Mills,23,102.2745098
Private Room,"May, 2020",Broadview North,11,
Private Room,"May, 2020",Brookhaven-Amesbury,24,60.58333333
Private Room,"May, 2020",Cabbagetown-South St.James Town,142,102.2745098
Private Room,"May, 2020",Caledonia-Fairbank,26,69.375
Private Room,"May, 2020",Casa Loma,20,
Private Room,"May, 2020",Centennial Scarborough,9,
Private Room,"May, 2020",Church-Yonge Corridor,193,
Private Room,"May, 2020",Clairlea-Birchmount,59,
Private Room,"May, 2020",Clanton Park,23,53.27659574
Private Room,"May, 2020",Cliffcrest,14,
Private Room,"May, 2020",Corso Italia-Davenport,72,
Private Room,"May, 2020",Danforth,36,
Private Room,"May, 2020",Danforth East York,30,
Private Room,"May, 2020",Don Valley Village,76,
Private Room,"May, 2020",Dorset Park,40,
Private Room,"May, 2020",Dovercourt-Wallace Emerson-Junction,233,
Private Room,"May, 2020",Downsview-Roding-CFB,50,
Private Room,"May, 2020",Dufferin Grove,48,79.44736842
Private Room,"May, 2020",East End-Danforth,52,
Private Room,"May, 2020",Edenbridge-Humber Valley,17,
Private Room,"May, 2020",Eglinton East,32,
Private Room,"May, 2020",Elms-Old Rexdale,8,
Private Room,"May, 2020",Englemount-Lawrence,20,151.7244898
Private Room,"May, 2020",Eringate-Centennial-West Deane,21,
Private Room,"May, 2020",Etobicoke West Mall,21,
Private Room,"May, 2020",Flemingdon Park,23,
Private Room,"May, 2020",Forest Hill North,17,54.82
Private Room,"May, 2020",Forest Hill South,8,
Private Room,"May, 2020",Glenfield-Jane Heights,30,
Private Room,"May, 2020",Greenwood-Coxwell,53,
Private Room,"May, 2020",Guildwood,15,
Private Room,"May, 2020",Henry Farm,23,
Private Room,"May, 2020",High Park North,45,
Private Room,"May, 2020",High Park-Swansea,50,
Private Room,"May, 2020",Highland Creek,26,
Private Room,"May, 2020",Hillcrest Village,53,160.0362694
Private Room,"May, 2020",Humber Heights-Westmount,9,
Private Room,"May, 2020",Humber Summit,9,
Private Room,"May, 2020",Humbermede,18,
Private Room,"May, 2020",Humewood-Cedarvale,28,
Private Room,"May, 2020",Ionview,29,90.41420118
Private Room,"May, 2020",Islington-City Centre West,97,90.41420118
Private Room,"May, 2020",Junction Area,50,
Private Room,"May, 2020",Keelesdale-Eglinton West,26,
Private Room,"May, 2020",Kennedy Park,17,59.90909091
Private Room,"May, 2020",Kensington-Chinatown,311,90.41420118
Private Room,"May, 2020",Kingsview Village-The Westway,11,
Private Room,"May, 2020",Kingsway South,4,160.0362694
Private Room,"May, 2020",L'Amoreaux,78,
Private Room,"May, 2020",Lambton Baby Point,16,90.41420118
Private Room,"May, 2020",Lansing-Westgate,57,89.65916399
Private Room,"May, 2020",Lawrence Park North,20,90.41420118
Private Room,"May, 2020",Lawrence Park South,21,
Private Room,"May, 2020",Leaside-Bennington,21,
Private Room,"May, 2020",Little Portugal,135,63.125
Private Room,"May, 2020",Long Branch,25,
Private Room,"May, 2020",Malvern,63,
Private Room,"May, 2020",Maple Leaf,10,63.125
Private Room,"May, 2020",Markland Wood,6,60.58333333
Private Room,"May, 2020",Milliken,43,63.125
Private Room,"May, 2020",Mimico (includes Humber Bay Shores),80,
Private Room,"May, 2020",Morningside,35,
Private Room,"May, 2020",Moss Park,169,
Private Room,"May, 2020",Mount Dennis,17,
Private Room,"May, 2020",Mount Olive-Silverstone-Jamestown,17,
Private Room,"May, 2020",Mount Pleasant East,33,
Private Room,"May, 2020",Mount Pleasant West,83,
Private Room,"May, 2020",New Toronto,33,64.81632653
Private Room,"May, 2020",Newtonbrook East,101,
Private Room,"May, 2020",Newtonbrook West,92,
Private Room,"May, 2020",Niagara,153,
Private Room,"May, 2020",North Riverdale,14,
Private Room,"May, 2020",North St.James Town,76,
Private Room,"May, 2020",O'Connor-Parkview,23,
Private Room,"May, 2020",Oakridge,27,71.13157895
Private Room,"May, 2020",Oakwood Village,70,
Private Room,"May, 2020",Old East York,23,88.57142857
Private Room,"May, 2020",Palmerston-Little Italy,152,
Private Room,"May, 2020",Parkwoods-Donalda,74,
Private Room,"May, 2020",Pelmo Park-Humberlea,27,94.14814815
Private Room,"May, 2020",Playter Estates-Danforth,17,62.65217391
Private Room,"May, 2020",Pleasant View,73,
Private Room,"May, 2020",Princess-Rosethorn,17,
Private Room,"May, 2020",Regent Park,42,
Private Room,"May, 2020",Rexdale-Kipling,34,
Private Room,"May, 2020",Rockcliffe-Smythe,28,
Private Room,"May, 2020",Roncesvalles,63,75.13013699
Private Room,"May, 2020",Rosedale-Moore Park,27,
Private Room,"May, 2020",Rouge,29,
Private Room,"May, 2020",Runnymede-Bloor West Village,20,
Private Room,"May, 2020",Rustic,6,
Private Room,"May, 2020",Scarborough Village,15,89.65916399
Private Room,"May, 2020",South Parkdale,93,
Private Room,"May, 2020",South Riverdale,116,160.0362694
Private Room,"May, 2020",St.Andrew-Windfields,35,
Private Room,"May, 2020",Steeles,56,66.02857143
Private Room,"May, 2020",Stonegate-Queensway,36,
Private Room,"May, 2020",Tam O'Shanter-Sullivan,52,
Private Room,"May, 2020",Taylor-Massey,25,58.66666667
Private Room,"May, 2020",The Beaches,43,
Private Room,"May, 2020",Thistletown-Beaumond Heights,4,
Private Room,"May, 2020",Thorncliffe Park,12,
Private Room,"May, 2020",Trinity-Bellwoods,169,62.14285714
Private Room,"May, 2020",University,116,
Private Room,"May, 2020",Victoria Village,28,
Private Room,"May, 2020",Waterfront Communities-The Island,392,90.41420118
Private Room,"May, 2020",West Hill,34,
Private Room,"May, 2020",West Humber-Clairville,45,
Private Room,"May, 2020",Westminster-Branson,37,
Private Room,"May, 2020",Weston,30,
Private Room,"May, 2020",Weston-Pellam Park,39,
Private Room,"May, 2020",Wexford/Maryvale,55,
Private Room,"May, 2020",Willowdale East,245,
Private Room,"May, 2020",Willowdale West,78,
Private Room,"May, 2020",Willowridge-Martingrove-Richview,37,
Private Room,"May, 2020",Woburn,23,82.0887574
Private Room,"May, 2020",Woodbine Corridor,35,82.0887574
Private Room,"May, 2020",Woodbine-Lumsden,22,
Private Room,"May, 2020",Wychwood,42,90.41420118
Private Room,"May, 2020",Yonge-Eglinton,38,90.41420118
Private Room,"May, 2020",Yonge-St.Clair,21,
Private Room,"May, 2020",York University Heights,201,90.41420118
Private Room,"May, 2020",Yorkdale-Glen Park,47,90.41420118
Shared Room,"May, 2020",Agincourt North,2,
Shared Room,"May, 2020",Agincourt South-Malvern West,2,
Shared Room,"May, 2020",Annex,5,
Shared Room,"May, 2020",Banbury-Don Mills,1,
Shared Room,"May, 2020",Bay Street Corridor,13,
Shared Room,"May, 2020",Bayview Village,3,
Shared Room,"May, 2020",Bayview Woods-Steeles,2,
Shared Room,"May, 2020",Bedford Park-Nortown,27,
Shared Room,"May, 2020",Bendale,1,
Shared Room,"May, 2020",Black Creek,1,
Shared Room,"May, 2020",Blake-Jones,1,
Shared Room,"May, 2020",Briar Hill-Belgravia,5,
Shared Room,"May, 2020",Broadview North,7,
Shared Room,"May, 2020",Cabbagetown-South St.James Town,4,
Shared Room,"May, 2020",Caledonia-Fairbank,1,
Shared Room,"May, 2020",Casa Loma,2,
Shared Room,"May, 2020",Church-Yonge Corridor,7,
Shared Room,"May, 2020",Clairlea-Birchmount,2,
Shared Room,"May, 2020",Clanton Park,19,
Shared Room,"May, 2020",Don Valley Village,5,
Shared Room,"May, 2020",Dorset Park,1,
Shared Room,"May, 2020",Dovercourt-Wallace Emerson-Junction,4,
Shared Room,"May, 2020",East End-Danforth,3,
Shared Room,"May, 2020",Flemingdon Park,1,
Shared Room,"May, 2020",Forest Hill North,1,
Shared Room,"May, 2020",Glenfield-Jane Heights,2,
Shared Room,"May, 2020",High Park North,4,
Shared Room,"May, 2020",High Park-Swansea,2,
Shared Room,"May, 2020",Ionview,1,
Shared Room,"May, 2020",Islington-City Centre West,10,
Shared Room,"May, 2020",Junction Area,2,
Shared Room,"May, 2020",Keelesdale-Eglinton West,1,
Shared Room,"May, 2020",Kennedy Park,2,
Shared Room,"May, 2020",Kensington-Chinatown,8,
Shared Room,"May, 2020",L'Amoreaux,2,
Shared Room,"May, 2020",Lawrence Park North,11,
Shared Room,"May, 2020",Lawrence Park South,2,
Shared Room,"May, 2020",Malvern,52,
Shared Room,"May, 2020",Mimico (includes Humber Bay Shores),2,
Shared Room,"May, 2020",Morningside,1,
Shared Room,"May, 2020",Moss Park,5,
Shared Room,"May, 2020",Mount Dennis,1,
Shared Room,"May, 2020",Mount Pleasant East,2,
Shared Room,"May, 2020",Mount Pleasant West,17,
Shared Room,"May, 2020",Newtonbrook East,1,
Shared Room,"May, 2020",Newtonbrook West,9,
Shared Room,"May, 2020",Niagara,9,
Shared Room,"May, 2020",North St.James Town,6,
Shared Room,"May, 2020",Oakwood Village,9,
Shared Room,"May, 2020",Old East York,1,
Shared Room,"May, 2020",Palmerston-Little Italy,2,
Shared Room,"May, 2020",Parkwoods-Donalda,4,
Shared Room,"May, 2020",Playter Estates-Danforth,1,
Shared Room,"May, 2020",Pleasant View,2,
Shared Room,"May, 2020",Regent Park,8,
Shared Room,"May, 2020",Rexdale-Kipling,7,
Shared Room,"May, 2020",Rockcliffe-Smythe,1,
Shared Room,"May, 2020",Roncesvalles,2,
Shared Room,"May, 2020",South Parkdale,2,
Shared Room,"May, 2020",South Riverdale,7,
Shared Room,"May, 2020",St.Andrew-Windfields,2,
Shared Room,"May, 2020",Stonegate-Queensway,4,
Shared Room,"May, 2020",Tam O'Shanter-Sullivan,1,
Shared Room,"May, 2020",Taylor-Massey,9,
Shared Room,"May, 2020",Thorncliffe Park,2,
Shared Room,"May, 2020",Trinity-Bellwoods,2,
Shared Room,"May, 2020",University,2,
Shared Room,"May, 2020",Waterfront Communities-The Island,21,
Shared Room,"May, 2020",West Hill,1,
Shared Room,"May, 2020",West Humber-Clairville,5,
Shared Room,"May, 2020",Weston-Pellam Park,6,
Shared Room,"May, 2020",Willowdale East,11,
Shared Room,"May, 2020",Willowdale West,1,
Shared Room,"May, 2020",Willowridge-Martingrove-Richview,1,48
Shared Room,"May, 2020",Woburn,1,
Shared Room,"May, 2020",Woodbine Corridor,2,
Shared Room,"May, 2020",Wychwood,1,
Shared Room,"May, 2020",Yonge-Eglinton,2,
Shared Room,"May, 2020",Yonge-St.Clair,3,
Shared Room,"May, 2020",Yorkdale-Glen Park,1,42.23529412
Entire Home,"May, 2020",Agincourt North,6,171.6934524
Entire Home,"May, 2020",Agincourt South-Malvern West,29,
Entire Home,"May, 2020",Alderwood,20,
Entire Home,"May, 2020",Annex,648,
Entire Home,"May, 2020",Banbury-Don Mills,32,219.197004
Entire Home,"May, 2020",Bathurst Manor,29,151.2608696
Entire Home,"May, 2020",Bay Street Corridor,522,144.5027933
Entire Home,"May, 2020",Bayview Village,64,219.197004
Entire Home,"May, 2020",Bayview Woods-Steeles,22,138.9908257
Entire Home,"May, 2020",Bedford Park-Nortown,25,133.6551724
Entire Home,"May, 2020",Beechborough-Greenbrook,4,219.197004
Entire Home,"May, 2020",Bendale,37,
Entire Home,"May, 2020",Birchcliffe-Cliffside,63,257.0117647
Entire Home,"May, 2020",Black Creek,4,173.3608696
Entire Home,"May, 2020",Blake-Jones,53,
Entire Home,"May, 2020",Briar Hill-Belgravia,22,173.3608696
Entire Home,"May, 2020",Bridle Path-Sunnybrook-York Mills,7,
Entire Home,"May, 2020",Broadview North,45,219.197004
Entire Home,"May, 2020",Brookhaven-Amesbury,11,
Entire Home,"May, 2020",Cabbagetown-South St.James Town,139,
Entire Home,"May, 2020",Caledonia-Fairbank,16,
Entire Home,"May, 2020",Casa Loma,55,257.0117647
Entire Home,"May, 2020",Centennial Scarborough,8,131.7391304
Entire Home,"May, 2020",Church-Yonge Corridor,460,176.6010038
Entire Home,"May, 2020",Clairlea-Birchmount,33,176.6010038
Entire Home,"May, 2020",Clanton Park,45,
Entire Home,"May, 2020",Cliffcrest,24,176.6010038
Entire Home,"May, 2020",Corso Italia-Davenport,62,219.197004
Entire Home,"May, 2020",Danforth,58,179.5809859
Entire Home,"May, 2020",Danforth East York,47,204.9398148
Entire Home,"May, 2020",Don Valley Village,30,144.222973
Entire Home,"May, 2020",Dorset Park,21,219.197004
Entire Home,"May, 2020",Dovercourt-Wallace Emerson-Junction,354,138.9908257
Entire Home,"May, 2020",Downsview-Roding-CFB,26,154.2553191
Entire Home,"May, 2020",Dufferin Grove,161,
Entire Home,"May, 2020",East End-Danforth,91,176.6010038
Entire Home,"May, 2020",Edenbridge-Humber Valley,13,188.0625
Entire Home,"May, 2020",Eglinton East,12,171.6934524
Entire Home,"May, 2020",Elms-Old Rexdale,4,219.197004
Entire Home,"May, 2020",Englemount-Lawrence,23,
Entire Home,"May, 2020",Eringate-Centennial-West Deane,29,177.9473684
Entire Home,"May, 2020",Etobicoke West Mall,22,191.1621622
Entire Home,"May, 2020",Flemingdon Park,8,219.197004
Entire Home,"May, 2020",Forest Hill North,12,
Entire Home,"May, 2020",Forest Hill South,26,493.3714286
Entire Home,"May, 2020",Glenfield-Jane Heights,6,165.9305556
Entire Home,"May, 2020",Greenwood-Coxwell,115,173.3608696
Entire Home,"May, 2020",Guildwood,7,133.6551724
Entire Home,"May, 2020",Henry Farm,29,171.6934524
Entire Home,"May, 2020",High Park North,148,176.6010038
Entire Home,"May, 2020",High Park-Swansea,152,219.197004
Entire Home,"May, 2020",Highland Creek,11,150.0943396
Entire Home,"May, 2020",Hillcrest Village,21,
Entire Home,"May, 2020",Humber Heights-Westmount,14,139.5775862
Entire Home,"May, 2020",Humber Summit,6,176.6010038
Entire Home,"May, 2020",Humbermede,10,139.0762712
Entire Home,"May, 2020",Humewood-Cedarvale,72,204.9398148
Entire Home,"May, 2020",Ionview,11,
Entire Home,"May, 2020",Islington-City Centre West,83,
Entire Home,"May, 2020",Junction Area,82,176.6010038
Entire Home,"May, 2020",Keelesdale-Eglinton West,24,169.9659091
Entire Home,"May, 2020",Kennedy Park,22,
Entire Home,"May, 2020",Kensington-Chinatown,296,
Entire Home,"May, 2020",Kingsview Village-The Westway,19,216.7321429
Entire Home,"May, 2020",Kingsway South,16,
Entire Home,"May, 2020",L'Amoreaux,16,188.0625
Entire Home,"May, 2020",Lambton Baby Point,25,
Entire Home,"May, 2020",Lansing-Westgate,63,
Entire Home,"May, 2020",Lawrence Park North,31,
Entire Home,"May, 2020",Lawrence Park South,40,139.5775862
Entire Home,"May, 2020",Leaside-Bennington,33,176.6010038
Entire Home,"May, 2020",Little Portugal,336,
Entire Home,"May, 2020",Long Branch,37,219.197004
Entire Home,"May, 2020",Malvern,19,
Entire Home,"May, 2020",Maple Leaf,11,
Entire Home,"May, 2020",Markland Wood,4,
Entire Home,"May, 2020",Milliken,11,
Entire Home,"May, 2020",Mimico (includes Humber Bay Shores),198,144.222973
Entire Home,"May, 2020",Morningside,9,219.197004
Entire Home,"May, 2020",Moss Park,353,
Entire Home,"May, 2020",Mount Dennis,10,179.5809859
Entire Home,"May, 2020",Mount Olive-Silverstone-Jamestown,9,188.0625
Entire Home,"May, 2020",Mount Pleasant East,48,138.9908257
Entire Home,"May, 2020",Mount Pleasant West,179,138.9908257
Entire Home,"May, 2020",New Toronto,43,
Entire Home,"May, 2020",Newtonbrook East,43,192.414966
Entire Home,"May, 2020",Newtonbrook West,104,219.197004
Entire Home,"May, 2020",Niagara,797,257.0117647
Entire Home,"May, 2020",North Riverdale,106,114.9482759
Entire Home,"May, 2020",North St.James Town,116,219.197004
Entire Home,"May, 2020",O'Connor-Parkview,33,191.1621622
Entire Home,"May, 2020",Oakridge,29,
Entire Home,"May, 2020",Oakwood Village,89,139.0762712
Entire Home,"May, 2020",Old East York,33,
Entire Home,"May, 2020",Palmerston-Little Italy,240,188.0625
Entire Home,"May, 2020",Parkwoods-Donalda,46,169.9659091
Entire Home,"May, 2020",Pelmo Park-Humberlea,15,
Entire Home,"May, 2020",Playter Estates-Danforth,43,
Entire Home,"May, 2020",Pleasant View,19,200.664751
Entire Home,"May, 2020",Princess-Rosethorn,12,153.8178694
Entire Home,"May, 2020",Regent Park,65,219.197004
Entire Home,"May, 2020",Rexdale-Kipling,18,153.8178694
Entire Home,"May, 2020",Rockcliffe-Smythe,36,219.197004
Entire Home,"May, 2020",Roncesvalles,176,
Entire Home,"May, 2020",Rosedale-Moore Park,85,131.7391304
Entire Home,"May, 2020",Rouge,24,137.3516484
Entire Home,"May, 2020",Runnymede-Bloor West Village,36,191.8640227
Entire Home,"May, 2020",Rustic,3,191.1621622
Entire Home,"May, 2020",Scarborough Village,4,
Entire Home,"May, 2020",South Parkdale,218,138.9908257
Entire Home,"May, 2020",South Riverdale,284,
Entire Home,"May, 2020",St.Andrew-Windfields,21,165.9305556
Entire Home,"May, 2020",Steeles,12,
Entire Home,"May, 2020",Stonegate-Queensway,65,173.3608696
Entire Home,"May, 2020",Tam O'Shanter-Sullivan,20,173.3608696
Entire Home,"May, 2020",Taylor-Massey,19,
Entire Home,"May, 2020",The Beaches,147,219.197004
Entire Home,"May, 2020",Thistletown-Beaumond Heights,11,219.197004
Entire Home,"May, 2020",Thorncliffe Park,13,119.2808989
Entire Home,"May, 2020",Trinity-Bellwoods,331,
Entire Home,"May, 2020",University,68,139.0762712
Entire Home,"May, 2020",Victoria Village,9,139.1956522
Entire Home,"May, 2020",Waterfront Communities-The Island,3538,
Entire Home,"May, 2020",West Hill,13,171.6934524
Entire Home,"May, 2020",West Humber-Clairville,24,139.0762712
Entire Home,"May, 2020",Westminster-Branson,19,142.6585366
Entire Home,"May, 2020",Weston,19,178.4441088
Entire Home,"May, 2020",Weston-Pellam Park,40,139.1956522
Entire Home,"May, 2020",Wexford/Maryvale,42,139.0762712
Entire Home,"May, 2020",Willowdale East,291,153.8178694
Entire Home,"May, 2020",Willowdale West,72,169.9659091
Entire Home,"May, 2020",Willowridge-Martingrove-Richview,18,
Entire Home,"May, 2020",Woburn,35,
Entire Home,"May, 2020",Woodbine Corridor,64,
Entire Home,"May, 2020",Woodbine-Lumsden,34,219.197004
Entire Home,"May, 2020",Wychwood,76,
Entire Home,"May, 2020",Yonge-Eglinton,82,
Entire Home,"May, 2020",Yonge-St.Clair,56,
Entire Home,"May, 2020",York University Heights,24,
Entire Home,"May, 2020",Yorkdale-Glen Park,95,
Hotel Room,"June, 2020",Annex,12,
Hotel Room,"June, 2020",Kensington-Chinatown,5,
Hotel Room,"June, 2020",Moss Park,5,
Hotel Room,"June, 2020",Niagara,1,
Hotel Room,"June, 2020",North St.James Town,1,
Hotel Room,"June, 2020",South Parkdale,15,
Hotel Room,"June, 2020",Trinity-Bellwoods,2,
Hotel Room,"June, 2020",University,14,
Hotel Room,"June, 2020",Waterfront Communities-The Island,9,
Hotel Room,"June, 2020",Willowdale East,2,
Private Room,"June, 2020",Agincourt North,32,
Private Room,"June, 2020",Agincourt South-Malvern West,62,135.5227818
Private Room,"June, 2020",Alderwood,17,75.27210884
Private Room,"June, 2020",Annex,147,53.42857143
Private Room,"June, 2020",Banbury-Don Mills,28,
