room_type,month,neighbourhood,count,monthly_average
Shared Room,"February, 2020",Agincourt North,2,
Shared Room,"February, 2020",Agincourt South-Malvern West,1,
Shared Room,"February, 2020",Annex,6,
Shared Room,"February, 2020",Banbury-Don Mills,1,
Shared Room,"February, 2020",Bathurst Manor,1,
Shared Room,"February, 2020",Bay Street Corridor,13,
Shared Room,"February, 2020",Bayview Village,3,
Shared Room,"February, 2020",Bayview Woods-Steeles,2,
Shared Room,"February, 2020",Bedford Park-Nortown,14,
Shared Room,"February, 2020",Bendale,1,
Shared Room,"February, 2020",Black Creek,1,
Shared Room,"February, 2020",Blake-Jones,1,
Shared Room,"February, 2020",Briar Hill-Belgravia,5,
Shared Room,"February, 2020",Broadview North,8,
Shared Room,"February, 2020",Cabbagetown-South St.James Town,6,
Shared Room,"February, 2020",Caledonia-Fairbank,1,
Shared Room,"February, 2020",Casa Loma,2,
Shared Room,"February, 2020",Church-Yonge Corridor,9,
Shared Room,"February, 2020",Clairlea-Birchmount,2,
Shared Room,"February, 2020",Clanton Park,7,
Shared Room,"February, 2020",Don Valley Village,4,
Shared Room,"February, 2020",Dorset Park,5,
Shared Room,"February, 2020",Dovercourt-Wallace Emerson-Junction,5,
Shared Room,"February, 2020",East End-Danforth,3,
Shared Room,"February, 2020",Flemingdon Park,2,
Shared Room,"February, 2020",Forest Hill North,1,
Shared Room,"February, 2020",Glenfield-Jane Heights,2,
Shared Room,"February, 2020",High Park North,4,
Shared Room,"February, 2020",High Park-Swansea,3,
Shared Room,"February, 2020",Ionview,1,
Shared Room,"February, 2020",Islington-City Centre West,10,
Shared Room,"February, 2020",Junction Area,2,
Shared Room,"February, 2020",Keelesdale-Eglinton West,2,
Shared Room,"February, 2020",Kennedy Park,2,
Shared Room,"February, 2020",Kensington-Chinatown,7,
Shared Room,"February, 2020",L'Amoreaux,2,
Shared Room,"February, 2020",Lansing-Westgate,2,
Shared Room,"February, 2020",Lawrence Park North,10,
Shared Room,"February, 2020",Leaside-Bennington,2,
Shared Room,"February, 2020",Malvern,38,
Shared Room,"February, 2020",Mimico (includes Humber Bay Shores),3,
Shared Room,"February, 2020",Morningside,1,
Shared Room,"February, 2020",Moss Park,10,
Shared Room,"February, 2020",Mount Dennis,1,
Shared Room,"February, 2020",Mount Pleasant East,2,
Shared Room,"February, 2020",Mount Pleasant West,14,
Shared Room,"February, 2020",Newtonbrook East,2,
Shared Room,"February, 2020",Newtonbrook West,11,
Shared Room,"February, 2020",Niagara,9,
Shared Room,"February, 2020",North St.James Town,7,
Shared Room,"February, 2020",Oakwood Village,9,
Shared Room,"February, 2020",Old East York,1,
Shared Room,"February, 2020",Palmerston-Little Italy,2,
Shared Room,"February, 2020",Parkwoods-Donalda,4,
Shared Room,"February, 2020",Playter Estates-Danforth,1,
Shared Room,"February, 2020",Pleasant View,1,
Shared Room,"February, 2020",Regent Park,9,
Shared Room,"February, 2020",Rexdale-Kipling,7,
Shared Room,"February, 2020",Rockcliffe-Smythe,1,
Shared Room,"February, 2020",Roncesvalles,2,
Shared Room,"February, 2020",Rosedale-Moore Park,1,
Shared Room,"February, 2020",South Parkdale,2,
Shared Room,"February, 2020",South Riverdale,7,
Shared Room,"February, 2020",St.Andrew-Windfields,36,
Shared Room,"February, 2020",Stonegate-Queensway,4,
Shared Room,"February, 2020",Tam O'Shanter-Sullivan,1,
Shared Room,"February, 2020",Taylor-Massey,6,
Shared Room,"February, 2020",Thorncliffe Park,2,
Shared Room,"February, 2020",Trinity-Bellwoods,2,
Shared Room,"February, 2020",University,2,
Shared Room,"February, 2020",Waterfront Communities-The Island,33,
Shared Room,"February, 2020",West Hill,1,
Shared Room,"February, 2020",West Humber-Clairville,2,
Shared Room,"February, 2020",Weston-Pellam Park,8,
Shared Room,"February, 2020",Willowdale East,15,
Shared Room,"February, 2020",Willowdale West,1,
Shared Room,"February, 2020",Willowridge-Martingrove-Richview,1,47.5
Shared Room,"February, 2020",Woodbine Corridor,2,
Shared Room,"February, 2020",Wychwood,3,
Shared Room,"February, 2020",Yonge-St.Clair,3,
Shared Room,"February, 2020",Yorkdale-Glen Park,3,
Entire Home,"February, 2020",Agincourt North,7,188.4166667
Entire Home,"February, 2020",Agincourt South-Malvern West,26,
Entire Home,"February, 2020",Alderwood,22,
Entire Home,"February, 2020",Annex,692,
Entire Home,"February, 2020",Banbury-Don Mills,35,226.0372751
Entire Home,"February, 2020",Bathurst Manor,32,150.3043478
Entire Home,"February, 2020",Bay Street Corridor,531,226.0372751
Entire Home,"February, 2020",Bayview Village,65,143.4747899
Entire Home,"February, 2020",Bayview Woods-Steeles,25,128
Entire Home,"February, 2020",Bedford Park-Nortown,26,199.787234
Entire Home,"February, 2020",Beechborough-Greenbrook,4,245.6774194
Entire Home,"February, 2020",Bendale,40,164.9340866
Entire Home,"February, 2020",Birchcliffe-Cliffside,68,
Entire Home,"February, 2020",Black Creek,2,164.9340866
Entire Home,"February, 2020",Blake-Jones,51,
Entire Home,"February, 2020",Briar Hill-Belgravia,22,
Entire Home,"February, 2020",Bridle Path-Sunnybrook-York Mills,8,
Entire Home,"February, 2020",Broadview North,43,
Entire Home,"February, 2020",Brookhaven-Amesbury,12,
Entire Home,"February, 2020",Cabbagetown-South St.James Town,150,245.6774194
Entire Home,"February, 2020",Caledonia-Fairbank,17,134.1325301
Entire Home,"February, 2020",Casa Loma,60,181.1577726
Entire Home,"February, 2020",Centennial Scarborough,11,181.1577726
Entire Home,"February, 2020",Church-Yonge Corridor,531,164.9340866
Entire Home,"February, 2020",Clairlea-Birchmount,35,
Entire Home,"February, 2020",Clanton Park,49,181.1577726
Entire Home,"February, 2020",Cliffcrest,27,181.6033333
Entire Home,"February, 2020",Corso Italia-Davenport,69,199.1213873
Entire Home,"February, 2020",Danforth,64,146.4161074
Entire Home,"February, 2020",Danforth East York,56,226.0372751
Entire Home,"February, 2020",Don Valley Village,30,143.4747899
Entire Home,"February, 2020",Dorset Park,23,144.75
Entire Home,"February, 2020",Dovercourt-Wallace Emerson-Junction,389,
Entire Home,"February, 2020",Downsview-Roding-CFB,25,181.1577726
Entire Home,"February, 2020",Dufferin Grove,166,178.1811024
Entire Home,"February, 2020",East End-Danforth,96,188.4166667
Entire Home,"February, 2020",Edenbridge-Humber Valley,12,226.0372751
Entire Home,"February, 2020",Eglinton East,12,
Entire Home,"February, 2020",Elms-Old Rexdale,5,183.8895706
Entire Home,"February, 2020",Englemount-Lawrence,25,
Entire Home,"February, 2020",Eringate-Centennial-West Deane,30,226.0372751
Entire Home,"February, 2020",Etobicoke West Mall,22,
Entire Home,"February, 2020",Flemingdon Park,9,487.1428571
Entire Home,"February, 2020",Forest Hill North,13,181.5285714
Entire Home,"February, 2020",Forest Hill South,27,184.1419355
Entire Home,"February, 2020",Glenfield-Jane Heights,7,164.9340866
Entire Home,"February, 2020",Greenwood-Coxwell,115,183.8895706
Entire Home,"February, 2020",Guildwood,8,132.4791667
Entire Home,"February, 2020",Henry Farm,36,128
Entire Home,"February, 2020",High Park North,149,
Entire Home,"February, 2020",High Park-Swansea,163,188.4166667
Entire Home,"February, 2020",Highland Creek,12,181.1577726
Entire Home,"February, 2020",Hillcrest Village,23,153.0291262
Entire Home,"February, 2020",Humber Heights-Westmount,16,
Entire Home,"February, 2020",Humber Summit,6,133.5793651
Entire Home,"February, 2020",Humbermede,9,181.1577726
Entire Home,"February, 2020",Humewood-Cedarvale,70,
Entire Home,"February, 2020",Ionview,13,132.1413882
Entire Home,"February, 2020",Islington-City Centre West,93,199.1213873
Entire Home,"February, 2020",Junction Area,96,181.6033333
Entire Home,"February, 2020",Keelesdale-Eglinton West,27,
Entire Home,"February, 2020",Kennedy Park,19,
Entire Home,"February, 2020",Kensington-Chinatown,293,
Entire Home,"February, 2020",Kingsview Village-The Westway,19,181.1577726
Entire Home,"February, 2020",Kingsway South,16,160.0164835
Entire Home,"February, 2020",L'Amoreaux,16,
Entire Home,"February, 2020",Lambton Baby Point,25,
Entire Home,"February, 2020",Lansing-Westgate,64,244.6935484
Entire Home,"February, 2020",Lawrence Park North,34,
Entire Home,"February, 2020",Lawrence Park South,40,178.1811024
Entire Home,"February, 2020",Leaside-Bennington,34,
Entire Home,"February, 2020",Little Portugal,348,
Entire Home,"February, 2020",Long Branch,38,133.5793651
Entire Home,"February, 2020",Malvern,21,181.1577726
Entire Home,"February, 2020",Maple Leaf,12,
Entire Home,"February, 2020",Markland Wood,6,226.0372751
Entire Home,"February, 2020",Milliken,12,
Entire Home,"February, 2020",Mimico (includes Humber Bay Shores),226,
Entire Home,"February, 2020",Morningside,11,
Entire Home,"February, 2020",Moss Park,372,
Entire Home,"February, 2020",Mount Dennis,14,146.4161074
Entire Home,"February, 2020",Mount Olive-Silverstone-Jamestown,8,
Entire Home,"February, 2020",Mount Pleasant East,49,181.6033333
Entire Home,"February, 2020",Mount Pleasant West,195,178.1811024
Entire Home,"February, 2020",New Toronto,40,143.4747899
Entire Home,"February, 2020",Newtonbrook East,51,143.4747899
Entire Home,"February, 2020",Newtonbrook West,111,
Entire Home,"February, 2020",Niagara,862,184.1419355
Entire Home,"February, 2020",North Riverdale,103,226.0372751
Entire Home,"February, 2020",North St.James Town,126,245.6774194
Entire Home,"February, 2020",O'Connor-Parkview,39,121.90625
Entire Home,"February, 2020",Oakridge,32,226.0372751
Entire Home,"February, 2020",Oakwood Village,91,204.4232082
Entire Home,"February, 2020",Old East York,33,
Entire Home,"February, 2020",Palmerston-Little Italy,254,132.1413882
Entire Home,"February, 2020",Parkwoods-Donalda,41,
Entire Home,"February, 2020",Pelmo Park-Humberlea,13,178.1811024
Entire Home,"February, 2020",Playter Estates-Danforth,44,160.0164835
Entire Home,"February, 2020",Pleasant View,21,178.1811024
Entire Home,"February, 2020",Princess-Rosethorn,13,
Entire Home,"February, 2020",Regent Park,71,
Entire Home,"February, 2020",Rexdale-Kipling,20,187.4500942
Entire Home,"February, 2020",Rockcliffe-Smythe,41,159.9278689
Entire Home,"February, 2020",Roncesvalles,182,226.0372751
Entire Home,"February, 2020",Rosedale-Moore Park,93,159.9278689
Entire Home,"February, 2020",Rouge,24,226.0372751
Entire Home,"February, 2020",Runnymede-Bloor West Village,42,
Entire Home,"February, 2020",Rustic,2,
Entire Home,"February, 2020",Scarborough Village,4,134.1325301
Entire Home,"February, 2020",South Parkdale,238,135.6354167
Entire Home,"February, 2020",South Riverdale,300,189.1801075
Entire Home,"February, 2020",St.Andrew-Windfields,17,
Entire Home,"February, 2020",Steeles,13,143.4747899
Entire Home,"February, 2020",Stonegate-Queensway,69,
Entire Home,"February, 2020",Tam O'Shanter-Sullivan,25,181.5285714
Entire Home,"February, 2020",Taylor-Massey,22,
Entire Home,"February, 2020",The Beaches,155,
Entire Home,"February, 2020",Thistletown-Beaumond Heights,13,164.9340866
Entire Home,"February, 2020",Thorncliffe Park,13,
Entire Home,"February, 2020",Trinity-Bellwoods,357,226.0372751
Entire Home,"February, 2020",University,79,226.0372751
Entire Home,"February, 2020",Victoria Village,9,126.1758242
Entire Home,"February, 2020",Waterfront Communities-The Island,3890,
Entire Home,"February, 2020",West Hill,12,132.1413882
Entire Home,"February, 2020",West Humber-Clairville,30,123.7073171
Entire Home,"February, 2020",Westminster-Branson,17,
Entire Home,"February, 2020",Weston,23,188.4166667
Entire Home,"February, 2020",Weston-Pellam Park,41,132.1413882
Entire Home,"February, 2020",Wexford/Maryvale,47,132.4791667
Entire Home,"February, 2020",Willowdale East,305,185.092437
Entire Home,"February, 2020",Willowdale West,78,123.7073171
Entire Home,"February, 2020",Willowridge-Martingrove-Richview,22,132.1413882
Entire Home,"February, 2020",Woburn,35,159.9278689
Entire Home,"February, 2020",Woodbine Corridor,71,160.0164835
Entire Home,"February, 2020",Woodbine-Lumsden,36,
Entire Home,"February, 2020",Wychwood,80,
Entire Home,"February, 2020",Yonge-Eglinton,80,
Entire Home,"February, 2020",Yonge-St.Clair,62,226.0372751
Entire Home,"February, 2020",York University Heights,26,
Entire Home,"February, 2020",Yorkdale-Glen Park,94,
Hotel Room,"March, 2020",Annex,11,
Hotel Room,"March, 2020",Church-Yonge Corridor,2,
Hotel Room,"March, 2020",Dovercourt-Wallace Emerson-Junction,1,
Hotel Room,"March, 2020",Kensington-Chinatown,1,
Hotel Room,"March, 2020",Moss Park,9,
Hotel Room,"March, 2020",Niagara,1,
Hotel Room,"March, 2020",South Parkdale,14,
Hotel Room,"March, 2020",Trinity-Bellwoods,2,
Hotel Room,"March, 2020",University,12,
Hotel Room,"March, 2020",Waterfront Communities-The Island,13,
Hotel Room,"March, 2020",Willowdale East,3,
Private Room,"March, 2020",Agincourt North,37,
Private Room,"March, 2020",Agincourt South-Malvern West,66,109.1240506
Private Room,"March, 2020",Alderwood,16,76.29936306
Private Room,"March, 2020",Annex,157,53.4047619
Private Room,"March, 2020",Banbury-Don Mills,28,
Private Room,"March, 2020",Bathurst Manor,50,
Private Room,"March, 2020",Bay Street Corridor,133,
Private Room,"March, 2020",Bayview Village,50,
Private Room,"March, 2020",Bayview Woods-Steeles,48,
Private Room,"March, 2020",Bedford Park-Nortown,8,
Private Room,"March, 2020",Beechborough-Greenbrook,6,69.77142857
Private Room,"March, 2020",Bendale,23,
Private Room,"March, 2020",Birchcliffe-Cliffside,44,
Private Room,"March, 2020",Black Creek,15,89.53125
Private Room,"March, 2020",Blake-Jones,24,
Private Room,"March, 2020",Briar Hill-Belgravia,42,98.84
Private Room,"March, 2020",Bridle Path-Sunnybrook-York Mills,19,
Private Room,"March, 2020",Broadview North,16,98.84
Private Room,"March, 2020",Brookhaven-Amesbury,19,68.93710692
Private Room,"March, 2020",Cabbagetown-South St.James Town,151,
Private Room,"March, 2020",Caledonia-Fairbank,19,
Private Room,"March, 2020",Casa Loma,27,
Private Room,"March, 2020",Centennial Scarborough,10,
Private Room,"March, 2020",Church-Yonge Corridor,183,
Private Room,"March, 2020",Clairlea-Birchmount,60,53.4047619
Private Room,"March, 2020",Clanton Park,24,
Private Room,"March, 2020",Cliffcrest,25,
Private Room,"March, 2020",Corso Italia-Davenport,75,
Private Room,"March, 2020",Danforth,46,
Private Room,"March, 2020",Danforth East York,34,
Private Room,"March, 2020",Don Valley Village,84,
Private Room,"March, 2020",Dorset Park,40,
Private Room,"March, 2020",Dovercourt-Wallace Emerson-Junction,233,85.95
Private Room,"March, 2020",Downsview-Roding-CFB,56,
Private Room,"March, 2020",Dufferin Grove,52,
Private Room,"March, 2020",East End-Danforth,56,
Private Room,"March, 2020",Edenbridge-Humber Valley,18,
Private Room,"March, 2020",Eglinton East,32,109.1240506
Private Room,"March, 2020",Elms-Old Rexdale,9,
Private Room,"March, 2020",Englemount-Lawrence,20,
Private Room,"March, 2020",Eringate-Centennial-West Deane,26,52.42857143
Private Room,"March, 2020",Etobicoke West Mall,21,
Private Room,"March, 2020",Flemingdon Park,23,
Private Room,"March, 2020",Forest Hill North,19,
Private Room,"March, 2020",Forest Hill South,9,
Private Room,"March, 2020",Glenfield-Jane Heights,32,
Private Room,"March, 2020",Greenwood-Coxwell,54,
Private Room,"March, 2020",Guildwood,15,64.28947368
Private Room,"March, 2020",Henry Farm,30,
Private Room,"March, 2020",High Park North,43,
Private Room,"March, 2020",High Park-Swansea,53,
Private Room,"March, 2020",Highland Creek,29,162.4863388
Private Room,"March, 2020",Hillcrest Village,49,
Private Room,"March, 2020",Humber Heights-Westmount,7,
Private Room,"March, 2020",Humber Summit,10,
Private Room,"March, 2020",Humbermede,18,
Private Room,"March, 2020",Humewood-Cedarvale,29,
Private Room,"March, 2020",Ionview,30,
Private Room,"March, 2020",Islington-City Centre West,102,89.68823529
Private Room,"March, 2020",Junction Area,54,89.68823529
Private Room,"March, 2020",Keelesdale-Eglinton West,28,89.68823529
